time,open,high,low,close
2026-07-15T06:28:00-05:00,29917.75,29924,29915.25,29922.75
2026-07-15T06:29:00-05:00,29920.5,29921.5,29917.5,29921.5
2026-07-15T06:30:00-05:00,29922.75,29924.25,29917.5,29920
2026-07-15T06:31:00-05:00,29919.5,29919.75,29911.5,29917.75
2026-07-15T06:32:00-05:00,29917.25,29926.25,29915.25,29917.5
2026-07-15T06:33:00-05:00,29917,29922.5,29916.5,29922.5
2026-07-15T06:34:00-05:00,29922.5,29932,29922,29930.25
2026-07-15T06:35:00-05:00,29930.25,29932.25,29923.5,29923.5
2026-07-15T06:36:00-05:00,29923.5,29929.75,29923.25,29926
2026-07-15T06:37:00-05:00,29927,29932.5,29924.25,29929.5
2026-07-15T06:38:00-05:00,29932.25,29938.5,29932,29933.5
2026-07-15T06:39:00-05:00,29933.25,29937.75,29931.75,29932
2026-07-15T06:40:00-05:00,29934,29937.25,29932.5,29933.75
2026-07-15T06:41:00-05:00,29933.5,29934.5,29930.25,29934.5
2026-07-15T06:42:00-05:00,29935.25,29938.5,29933.25,29937.75
2026-07-15T06:43:00-05:00,29937,29942,29933.25,29936.5
2026-07-15T06:44:00-05:00,29935.25,29935.25,29924,29928.25
2026-07-15T06:45:00-05:00,29928,29928,29920,29921.25
2026-07-15T06:46:00-05:00,29921.5,29923.75,29913.75,29916.25
2026-07-15T06:47:00-05:00,29916.5,29919.25,29911.25,29918.75
2026-07-15T06:48:00-05:00,29918,29919.75,29912.5,29912.5
2026-07-15T06:49:00-05:00,29911,29914.25,29906.75,29910.75
2026-07-15T06:50:00-05:00,29910.75,29924.75,29910.75,29921
2026-07-15T06:51:00-05:00,29919.25,29925.5,29904.5,29917
2026-07-15T06:52:00-05:00,29916.5,29921.25,29916.5,29919
2026-07-15T06:53:00-05:00,29918.25,29918.25,29912.25,29912.75
2026-07-15T06:54:00-05:00,29914,29917,29910.25,29910.5
2026-07-15T06:55:00-05:00,29910.5,29921.25,29909.25,29920
2026-07-15T06:56:00-05:00,29920.75,29924.75,29919.5,29921.25
2026-07-15T06:57:00-05:00,29921.5,29924.5,29919.5,29923.25
2026-07-15T06:58:00-05:00,29923.5,29926,29921.5,29924.5
2026-07-15T06:59:00-05:00,29924.5,29924.5,29912.5,29912.5
2026-07-15T07:00:00-05:00,29914.5,29915.75,29907.75,29914.25
2026-07-15T07:01:00-05:00,29914.75,29919.5,29909,29910.75
2026-07-15T07:02:00-05:00,29909.75,29909.75,29903.25,29907
2026-07-15T07:03:00-05:00,29906.5,29911.5,29903.75,29904
2026-07-15T07:04:00-05:00,29903,29905.75,29901,29902.75
2026-07-15T07:05:00-05:00,29901.5,29901.75,29878.75,29882.5
2026-07-15T07:06:00-05:00,29881.75,29884.75,29876.5,29878
2026-07-15T07:07:00-05:00,29881.5,29892.5,29879,29888.75
2026-07-15T07:08:00-05:00,29886.25,29891.25,29884.5,29888
2026-07-15T07:09:00-05:00,29888.5,29898,29888.5,29891
2026-07-15T07:10:00-05:00,29890.25,29891.25,29878.25,29881.75
2026-07-15T07:11:00-05:00,29881,29888,29878,29885.5
2026-07-15T07:12:00-05:00,29887.25,29892.75,29884,29885.25
2026-07-15T07:13:00-05:00,29885,29885,29873.75,29881
2026-07-15T07:14:00-05:00,29884,29885,29879,29881
2026-07-15T07:15:00-05:00,29882.25,29889.5,29882,29889.5
2026-07-15T07:16:00-05:00,29889.5,29892.5,29886,29890.75
2026-07-15T07:17:00-05:00,29891.75,29892.75,29886.25,29891.25
2026-07-15T07:18:00-05:00,29890.25,29890.75,29880.5,29886.25
2026-07-15T07:19:00-05:00,29886.25,29887,29880,29880
2026-07-15T07:20:00-05:00,29882,29882.5,29876.25,29880
2026-07-15T07:21:00-05:00,29882.75,29882.75,29858,29859
2026-07-15T07:22:00-05:00,29859.25,29866.75,29856.5,29864.25
2026-07-15T07:23:00-05:00,29864.75,29867,29861.5,29861.5
2026-07-15T07:24:00-05:00,29863.5,29869.5,29861,29866.5
2026-07-15T07:25:00-05:00,29866.5,29869.5,29856.25,29863.75
2026-07-15T07:26:00-05:00,29863,29869,29862.75,29867.75
2026-07-15T07:27:00-05:00,29871,29874.75,29865.75,29870.75
2026-07-15T07:28:00-05:00,29872.75,29879.5,29871,29874.75
2026-07-15T07:29:00-05:00,29875,29884.5,29874,29875.5
2026-07-15T07:30:00-05:00,29875.25,29947,29856.5,29923
2026-07-15T07:31:00-05:00,29923.5,29939.5,29916.25,29926.5
2026-07-15T07:32:00-05:00,29929.25,29951,29925.5,29946
2026-07-15T07:33:00-05:00,29945,29946,29928.25,29931.75
2026-07-15T07:34:00-05:00,29930.75,29950.5,29930.75,29943.25
2026-07-15T07:35:00-05:00,29941.75,29960.5,29938.5,29954.25
2026-07-15T07:36:00-05:00,29954.25,29955,29943.25,29945.75
2026-07-15T07:37:00-05:00,29946.25,29956,29938,29951.75
2026-07-15T07:38:00-05:00,29951.75,29953,29940,29943.5
2026-07-15T07:39:00-05:00,29945.25,29948,29932.5,29935.75
2026-07-15T07:40:00-05:00,29937,29940,29924.5,29933.75
2026-07-15T07:41:00-05:00,29932.75,29940.25,29927.25,29940.25
2026-07-15T07:42:00-05:00,29939.25,29972,29937,29970.25
2026-07-15T07:43:00-05:00,29970.75,29973.75,29960.5,29967.5
2026-07-15T07:44:00-05:00,29967.25,29970.25,29945.5,29951.5
2026-07-15T07:45:00-05:00,29952,29953.5,29944,29944.75
2026-07-15T07:46:00-05:00,29945,29948.25,29942,29944.25
2026-07-15T07:47:00-05:00,29945,29953.75,29941.75,29950
2026-07-15T07:48:00-05:00,29951.5,29969.25,29949.25,29969.25
2026-07-15T07:49:00-05:00,29969.25,29978.25,29964,29974.75
2026-07-15T07:50:00-05:00,29974,29981.5,29972,29978.5
2026-07-15T07:51:00-05:00,29977,29982,29971.5,29973
2026-07-15T07:52:00-05:00,29973.5,29989.75,29972.75,29983.75
2026-07-15T07:53:00-05:00,29982.75,29985.25,29977.5,29979
2026-07-15T07:54:00-05:00,29979.25,29986,29975,29986
2026-07-15T07:55:00-05:00,29984.75,29990,29981.75,29987.75
2026-07-15T07:56:00-05:00,29987,29992,29983.75,29989.75
2026-07-15T07:57:00-05:00,29991,29995.25,29987,29987.25
2026-07-15T07:58:00-05:00,29987.25,29993.75,29986,29989.5
2026-07-15T07:59:00-05:00,29989.75,29991.25,29978.25,29980
2026-07-15T08:00:00-05:00,29980,29991.25,29979.5,29979.75
2026-07-15T08:01:00-05:00,29980.75,29984,29976.5,29979
2026-07-15T08:02:00-05:00,29979.25,29981.75,29976.25,29978.5
2026-07-15T08:03:00-05:00,29977.5,29984.25,29977.25,29981.5
2026-07-15T08:04:00-05:00,29980.5,29991,29978,29987.25
2026-07-15T08:05:00-05:00,29988.25,29994,29988.25,29991.5
2026-07-15T08:06:00-05:00,29991.5,29993.75,29984.25,29992.75
2026-07-15T08:07:00-05:00,29991.75,29999.75,29977.75,29978.25
2026-07-15T08:08:00-05:00,29979,29980,29969.75,29970.25
2026-07-15T08:09:00-05:00,29970.75,29972.75,29966.25,29971.25
2026-07-15T08:10:00-05:00,29970.75,29973,29961.25,29962.25
2026-07-15T08:11:00-05:00,29962.25,29965,29958.75,29959.75
2026-07-15T08:12:00-05:00,29958.25,29961.5,29953.5,29955
2026-07-15T08:13:00-05:00,29954.75,29954.75,29940.75,29944
2026-07-15T08:14:00-05:00,29944,29950.5,29939.25,29946.5
2026-07-15T08:15:00-05:00,29948,29950.25,29943.75,29949
2026-07-15T08:16:00-05:00,29948.75,29950.75,29942.75,29943.75
2026-07-15T08:17:00-05:00,29943.25,29955.5,29942.75,29951.25
2026-07-15T08:18:00-05:00,29951.5,29954.25,29947.75,29953.5
2026-07-15T08:19:00-05:00,29953,29958,29950.5,29956
2026-07-15T08:20:00-05:00,29955,29955.25,29939.75,29942.75
2026-07-15T08:21:00-05:00,29942.75,29947.5,29941,29941.75
2026-07-15T08:22:00-05:00,29942.75,29951.5,29941,29948.75
2026-07-15T08:23:00-05:00,29948.25,29949.5,29941,29943.5
2026-07-15T08:24:00-05:00,29944.5,29949.25,29942,29949.25
2026-07-15T08:25:00-05:00,29949.75,29953.5,29939.75,29946.25
2026-07-15T08:26:00-05:00,29946.25,29948.25,29938.25,29942.75
2026-07-15T08:27:00-05:00,29943,29953.25,29936.25,29944
2026-07-15T08:28:00-05:00,29944,29953.25,29939,29946.25
2026-07-15T08:29:00-05:00,29946.5,29966.75,29945,29955.25
2026-07-15T08:30:00-05:00,29955.5,29977.5,29937,29953.5
2026-07-15T08:31:00-05:00,29954.75,29961.25,29918.5,29942.75
2026-07-15T08:32:00-05:00,29941.75,29950.75,29918,29933.75
2026-07-15T08:33:00-05:00,29933.25,29936,29912.5,29931.25
2026-07-15T08:34:00-05:00,29929.25,29957.5,29924.5,29953
2026-07-15T08:35:00-05:00,29953.25,29966.5,29910.5,29916.25
2026-07-15T08:36:00-05:00,29917,29939.25,29911.25,29931.75
2026-07-15T08:37:00-05:00,29929.75,29943,29878,29878.75
2026-07-15T08:38:00-05:00,29879,29884.5,29852,29873
2026-07-15T08:39:00-05:00,29874,29894,29859,29882.25
2026-07-15T08:40:00-05:00,29883.25,29883.75,29840,29849.5
2026-07-15T08:41:00-05:00,29848.25,29867.75,29841.75,29847.5
2026-07-15T08:42:00-05:00,29847,29872,29844,29854
2026-07-15T08:43:00-05:00,29854.75,29884.5,29851,29877
2026-07-15T08:44:00-05:00,29878.5,29883.25,29831,29833.25
2026-07-15T08:45:00-05:00,29834.25,29847.25,29813.5,29832.5
2026-07-15T08:46:00-05:00,29832,29834.75,29797,29811.25
2026-07-15T08:47:00-05:00,29811.5,29819.75,29784.25,29798.5
2026-07-15T08:48:00-05:00,29798.25,29812.75,29786.5,29791.5
2026-07-15T08:49:00-05:00,29790.75,29795.5,29775.25,29784.75
2026-07-15T08:50:00-05:00,29785,29794.25,29757,29771.5
2026-07-15T08:51:00-05:00,29772,29779.75,29754.5,29759.75
2026-07-15T08:52:00-05:00,29758,29796,29757,29791.25
2026-07-15T08:53:00-05:00,29791.5,29792.25,29761,29770.25
2026-07-15T08:54:00-05:00,29769.75,29801.75,29766,29798.5
2026-07-15T08:55:00-05:00,29798,29814,29779.5,29798.25
2026-07-15T08:56:00-05:00,29798,29814.75,29783.25,29785.75
2026-07-15T08:57:00-05:00,29785.25,29812,29785.25,29805.5
2026-07-15T08:58:00-05:00,29805.75,29820,29791,29807.25
2026-07-15T08:59:00-05:00,29807.5,29824.25,29796,29823.5
2026-07-15T09:00:00-05:00,29822.75,29849.5,29822.25,29838.25
2026-07-15T09:01:00-05:00,29836.75,29854.5,29833,29852.5
2026-07-15T09:02:00-05:00,29853.5,29867,29835.5,29845
2026-07-15T09:03:00-05:00,29844.5,29871.75,29840.25,29860
2026-07-15T09:04:00-05:00,29860,29863.25,29836,29844.25
2026-07-15T09:05:00-05:00,29844.5,29857.25,29826.25,29836.25
2026-07-15T09:06:00-05:00,29838.75,29890.25,29837,29887.5
2026-07-15T09:07:00-05:00,29886.75,29888,29876.5,29885.25
2026-07-15T09:08:00-05:00,29885.5,29892.5,29873,29878.25
2026-07-15T09:09:00-05:00,29878.75,29884.25,29854,29861
2026-07-15T09:10:00-05:00,29860.75,29873.75,29847.75,29863
2026-07-15T09:11:00-05:00,29862.5,29863.75,29837,29848.25
2026-07-15T09:12:00-05:00,29846,29859.25,29836.5,29856
2026-07-15T09:13:00-05:00,29857,29857,29830.25,29839.5
2026-07-15T09:14:00-05:00,29839.75,29846.75,29806,29806.5
2026-07-15T09:15:00-05:00,29806.75,29824.5,29787.5,29796.25
2026-07-15T09:16:00-05:00,29798.5,29820,29788,29811.25
2026-07-15T09:17:00-05:00,29811,29830.75,29811,29815.75
2026-07-15T09:18:00-05:00,29816,29818.75,29796.5,29799.75
2026-07-15T09:19:00-05:00,29799.25,29821.5,29791,29799
2026-07-15T09:20:00-05:00,29800,29803.25,29749.75,29759.25
2026-07-15T09:21:00-05:00,29759.25,29772.5,29743.5,29766
2026-07-15T09:22:00-05:00,29765.75,29774.75,29738,29752.5
2026-07-15T09:23:00-05:00,29751,29751,29695,29702.5
2026-07-15T09:24:00-05:00,29702.25,29710.75,29655.25,29672.75
2026-07-15T09:25:00-05:00,29672.25,29680,29646.5,29669.5
2026-07-15T09:26:00-05:00,29668.75,29671.25,29639.25,29666.25
2026-07-15T09:27:00-05:00,29668,29693.5,29656.25,29690.75
2026-07-15T09:28:00-05:00,29689.75,29716.75,29680.5,29698.5
2026-07-15T09:29:00-05:00,29698.25,29728.5,29696.75,29724
2026-07-15T09:30:00-05:00,29723.75,29736.75,29701,29710
2026-07-15T09:31:00-05:00,29709.75,29714.5,29668.5,29672.5
2026-07-15T09:32:00-05:00,29672.75,29685.5,29646,29673.5
2026-07-15T09:33:00-05:00,29675.25,29708.25,29674.75,29707.25
2026-07-15T09:34:00-05:00,29707.25,29714,29686.75,29689.5
2026-07-15T09:35:00-05:00,29691,29701.75,29665,29678.25
2026-07-15T09:36:00-05:00,29679.25,29679.25,29615.25,29620.25
2026-07-15T09:37:00-05:00,29621,29634.75,29612.25,29614.5
2026-07-15T09:38:00-05:00,29616.25,29625,29597.5,29607.25
2026-07-15T09:39:00-05:00,29608.5,29612.75,29587,29602.75
2026-07-15T09:40:00-05:00,29602.75,29621,29584,29606.25
2026-07-15T09:41:00-05:00,29605.5,29624.25,29589.5,29603.5
2026-07-15T09:42:00-05:00,29603.5,29604.5,29536.75,29542.75
2026-07-15T09:43:00-05:00,29542,29577.5,29540.5,29570.5
2026-07-15T09:44:00-05:00,29570.75,29606,29569.5,29600.5
2026-07-15T09:45:00-05:00,29600.5,29600.5,29563.25,29572.25
2026-07-15T09:46:00-05:00,29571.5,29603.25,29562.5,29597.75
2026-07-15T09:47:00-05:00,29598,29616.25,29595.5,29611
2026-07-15T09:48:00-05:00,29611,29628,29588,29626.75
2026-07-15T09:49:00-05:00,29626,29644,29618.75,29639.25
2026-07-15T09:50:00-05:00,29639,29641.75,29616.25,29617.5
2026-07-15T09:51:00-05:00,29618,29622.5,29594.5,29602.75
2026-07-15T09:52:00-05:00,29603,29632.5,29595,29599
2026-07-15T09:53:00-05:00,29598.5,29622.75,29596.25,29612.25
2026-07-15T09:54:00-05:00,29610.75,29611,29578,29601.25
2026-07-15T09:55:00-05:00,29602.25,29620.75,29585.25,29600.25
2026-07-15T09:56:00-05:00,29599.25,29623.75,29591.75,29621.25
2026-07-15T09:57:00-05:00,29621,29631.25,29608.5,29612.25
2026-07-15T09:58:00-05:00,29611.5,29622,29596.5,29606.25
2026-07-15T09:59:00-05:00,29605.25,29633.5,29604.5,29630.75
2026-07-15T10:00:00-05:00,29632,29642.75,29611.25,29616.5
2026-07-15T10:01:00-05:00,29617.25,29618.5,29590,29595.5
2026-07-15T10:02:00-05:00,29593.5,29616,29587,29606
2026-07-15T10:03:00-05:00,29608.5,29611.75,29591.5,29596.5
2026-07-15T10:04:00-05:00,29596.75,29599,29583,29590.25
2026-07-15T10:05:00-05:00,29589.5,29614,29579.5,29613.75
2026-07-15T10:06:00-05:00,29614,29621.5,29600,29620
2026-07-15T10:07:00-05:00,29618.75,29632.75,29608.5,29632
2026-07-15T10:08:00-05:00,29630.25,29648,29627.5,29642.75
2026-07-15T10:09:00-05:00,29643.25,29655,29642.25,29652.75
2026-07-15T10:10:00-05:00,29653,29661.75,29628.75,29641
2026-07-15T10:11:00-05:00,29641,29641,29623,29633.5
2026-07-15T10:12:00-05:00,29629.5,29637.25,29609.5,29613
2026-07-15T10:13:00-05:00,29613.5,29632.75,29608,29615
2026-07-15T10:14:00-05:00,29615.25,29621.25,29589,29592.25
2026-07-15T10:15:00-05:00,29591,29596,29563.5,29576.75
2026-07-15T10:16:00-05:00,29575.75,29583,29552.75,29554.5
2026-07-15T10:17:00-05:00,29554,29587.75,29526.5,29580
2026-07-15T10:18:00-05:00,29580.5,29600,29575.5,29600
2026-07-15T10:19:00-05:00,29598.75,29611,29595.5,29608.5
2026-07-15T10:20:00-05:00,29608.5,29608.75,29578,29597.25
2026-07-15T10:21:00-05:00,29597.25,29598.5,29573.25,29577.5
2026-07-15T10:22:00-05:00,29576.25,29578,29554.75,29559.5
2026-07-15T10:23:00-05:00,29558.75,29567.75,29540,29553
2026-07-15T10:24:00-05:00,29551.25,29582,29545,29582
2026-07-15T10:25:00-05:00,29583,29602,29573,29590.25
2026-07-15T10:26:00-05:00,29589.25,29607,29588,29593.25
2026-07-15T10:27:00-05:00,29594.75,29603.25,29592,29599.5
2026-07-15T10:28:00-05:00,29599.5,29632.25,29598.75,29624.5
2026-07-15T10:29:00-05:00,29623.5,29642,29620.5,29641
2026-07-15T10:30:00-05:00,29640.75,29646.25,29622.75,29626.5
2026-07-15T10:31:00-05:00,29626,29630.75,29612.25,29621.75
2026-07-15T10:32:00-05:00,29621.75,29646.75,29619,29645.75
2026-07-15T10:33:00-05:00,29646,29656,29640.5,29641
2026-07-15T10:34:00-05:00,29640.75,29647.5,29630,29634.5
2026-07-15T10:35:00-05:00,29635.25,29637,29586.25,29610
2026-07-15T10:36:00-05:00,29610.75,29642.25,29608,29637.25
2026-07-15T10:37:00-05:00,29639.75,29652.75,29626.25,29639
2026-07-15T10:38:00-05:00,29639.75,29646.75,29635,29640.75
2026-07-15T10:39:00-05:00,29641.5,29651.75,29632.75,29647.75
2026-07-15T10:40:00-05:00,29648.5,29656.25,29633.25,29635.25
2026-07-15T10:41:00-05:00,29635.25,29646.25,29630.75,29643
2026-07-15T10:42:00-05:00,29643.5,29648.5,29628.25,29639.25
2026-07-15T10:43:00-05:00,29639,29639,29621,29622
2026-07-15T10:44:00-05:00,29622.25,29624,29605,29615.75
2026-07-15T10:45:00-05:00,29616.5,29618,29595,29600
2026-07-15T10:46:00-05:00,29601.5,29605,29587.75,29604.25
2026-07-15T10:47:00-05:00,29604,29611.25,29580,29586
2026-07-15T10:48:00-05:00,29585.5,29594.5,29578.25,29593
2026-07-15T10:49:00-05:00,29592.75,29609,29587.75,29596.75
2026-07-15T10:50:00-05:00,29596.5,29597.75,29567.25,29572.25
2026-07-15T10:51:00-05:00,29573.5,29584.25,29564,29574
2026-07-15T10:52:00-05:00,29576.75,29583.5,29569.5,29574.5
2026-07-15T10:53:00-05:00,29574.25,29589,29560,29587.5
2026-07-15T10:54:00-05:00,29588,29592,29568,29583
2026-07-15T10:55:00-05:00,29584.25,29588.75,29576,29582.75
2026-07-15T10:56:00-05:00,29581.75,29585,29565.75,29578.25
2026-07-15T10:57:00-05:00,29578.75,29580.5,29566.75,29569.5
2026-07-15T10:58:00-05:00,29569.25,29588.25,29568,29586
2026-07-15T10:59:00-05:00,29586.75,29590,29578.75,29582
2026-07-15T11:00:00-05:00,29580.25,29599.5,29575,29580.5
2026-07-15T11:01:00-05:00,29581.5,29581.5,29542.5,29549.75
2026-07-15T11:02:00-05:00,29550,29554,29537.5,29541.5
2026-07-15T11:03:00-05:00,29542.75,29543.25,29516,29521
2026-07-15T11:04:00-05:00,29521.5,29533.5,29517,29532.75
2026-07-15T11:05:00-05:00,29532.5,29535.75,29505.75,29507
2026-07-15T11:06:00-05:00,29506.5,29512.25,29489,29493
2026-07-15T11:07:00-05:00,29494.25,29505.5,29483,29486.25
2026-07-15T11:08:00-05:00,29486,29491.25,29479,29490
2026-07-15T11:09:00-05:00,29490.5,29517,29489.5,29514.25
2026-07-15T11:10:00-05:00,29513.75,29523,29503.5,29515
2026-07-15T11:11:00-05:00,29515.5,29515.5,29489.75,29497
2026-07-15T11:12:00-05:00,29496.5,29509.5,29485,29509.5
2026-07-15T11:13:00-05:00,29509,29511.5,29481.25,29482.75
2026-07-15T11:14:00-05:00,29483.25,29487,29471.25,29476.25
2026-07-15T11:15:00-05:00,29475.5,29488.25,29471.5,29480
2026-07-15T11:16:00-05:00,29479.75,29485.25,29467.25,29469.25
2026-07-15T11:17:00-05:00,29469.75,29482,29465,29481.5
2026-07-15T11:18:00-05:00,29482,29493.25,29473,29489.25
2026-07-15T11:19:00-05:00,29489,29496.75,29472,29474.75
2026-07-15T11:20:00-05:00,29474.75,29483,29464.25,29465
2026-07-15T11:21:00-05:00,29465,29474.5,29456,29461
2026-07-15T11:22:00-05:00,29461.5,29475,29454.75,29465.75
2026-07-15T11:23:00-05:00,29466,29478.5,29457.25,29465.25
2026-07-15T11:24:00-05:00,29464,29466,29431.25,29441.75
2026-07-15T11:25:00-05:00,29440.5,29465.25,29437.75,29452.5
2026-07-15T11:26:00-05:00,29451.25,29458.5,29443.75,29451
2026-07-15T11:27:00-05:00,29452.25,29457.5,29432.25,29440
2026-07-15T11:28:00-05:00,29440.5,29453,29435,29445.75
2026-07-15T11:29:00-05:00,29446.75,29467.75,29446.75,29462
2026-07-15T11:30:00-05:00,29462,29483.25,29460,29477.5
2026-07-15T11:31:00-05:00,29478,29479.25,29453,29459.25
2026-07-15T11:32:00-05:00,29459.25,29462.5,29451,29457.25
2026-07-15T11:33:00-05:00,29457,29458.75,29440.75,29450
2026-07-15T11:34:00-05:00,29449.5,29455.5,29426,29434
2026-07-15T11:35:00-05:00,29435,29435.25,29413,29423.75
2026-07-15T11:36:00-05:00,29423.25,29427,29408,29411.5
2026-07-15T11:37:00-05:00,29412,29418.75,29410,29413.25
2026-07-15T11:38:00-05:00,29413,29428.75,29409.75,29422.25
2026-07-15T11:39:00-05:00,29421.25,29431,29416.25,29417
2026-07-15T11:40:00-05:00,29416.75,29420.75,29405,29406
2026-07-15T11:41:00-05:00,29407,29436.25,29397,29422
2026-07-15T11:42:00-05:00,29422.25,29433.75,29420,29424.25
2026-07-15T11:43:00-05:00,29424.5,29436.25,29418,29431.5
2026-07-15T11:44:00-05:00,29430,29448.75,29429,29445
2026-07-15T11:45:00-05:00,29445.75,29450.25,29435,29438.75
2026-07-15T11:46:00-05:00,29438.75,29540.25,29433.75,29495
2026-07-15T11:47:00-05:00,29496,29496.75,29461.5,29465
2026-07-15T11:48:00-05:00,29464.25,29479.5,29464.25,29465.75
2026-07-15T11:49:00-05:00,29466.75,29485.75,29466.5,29477.75
2026-07-15T11:50:00-05:00,29477.25,29505.25,29475,29500.25
2026-07-15T11:51:00-05:00,29500,29511.25,29490.5,29492.5
2026-07-15T11:52:00-05:00,29493.75,29516.5,29485.25,29513.5
2026-07-15T11:53:00-05:00,29513.25,29517.75,29507.5,29513.25
2026-07-15T11:54:00-05:00,29512.25,29514,29488.25,29495.75
2026-07-15T11:55:00-05:00,29495.75,29504,29471.25,29474.75
2026-07-15T11:56:00-05:00,29475.75,29481.25,29465,29471.5
2026-07-15T11:57:00-05:00,29470.75,29493.75,29460.75,29493
2026-07-15T11:58:00-05:00,29492.5,29507.75,29490.25,29501.75
2026-07-15T11:59:00-05:00,29502,29513.75,29501.25,29512.75
2026-07-15T12:00:00-05:00,29512.75,29531,29504.75,29527.75
2026-07-15T12:01:00-05:00,29527,29537.25,29524.5,29528
2026-07-15T12:02:00-05:00,29527.75,29538,29526.25,29528
2026-07-15T12:03:00-05:00,29527.75,29539.75,29522.75,29534.75
2026-07-15T12:04:00-05:00,29534.5,29540,29525.75,29526
2026-07-15T12:05:00-05:00,29526.5,29533,29518.75,29525.75
2026-07-15T12:06:00-05:00,29525.5,29550.25,29525.5,29543.5
2026-07-15T12:07:00-05:00,29543,29553.25,29541.25,29551
2026-07-15T12:08:00-05:00,29551.5,29561.75,29548.75,29550
2026-07-15T12:09:00-05:00,29549.75,29554.5,29545.75,29551.5
2026-07-15T12:10:00-05:00,29551.25,29556.75,29541,29556.75
2026-07-15T12:11:00-05:00,29556.25,29557.25,29540.5,29541.5
2026-07-15T12:12:00-05:00,29542.75,29560,29541.25,29558.75
2026-07-15T12:13:00-05:00,29558.75,29560.25,29545,29546
2026-07-15T12:14:00-05:00,29545.25,29547,29530,29532.25
2026-07-15T12:15:00-05:00,29531.25,29547.75,29526.75,29544.75
2026-07-15T12:16:00-05:00,29545.25,29547,29534.5,29543.5
2026-07-15T12:17:00-05:00,29542.75,29567.75,29542,29564.75
2026-07-15T12:18:00-05:00,29564.75,29580,29562.25,29576.25
2026-07-15T12:19:00-05:00,29576,29586,29576,29580.75
2026-07-15T12:20:00-05:00,29580.5,29594,29579.5,29580.25
2026-07-15T12:21:00-05:00,29578.5,29584.75,29567.25,29573.25
2026-07-15T12:22:00-05:00,29573.75,29588,29572.5,29587
2026-07-15T12:23:00-05:00,29587.25,29596.75,29582.25,29582.5
2026-07-15T12:24:00-05:00,29583,29592.75,29581.25,29587.5
2026-07-15T12:25:00-05:00,29588.25,29593.75,29587,29589.75
2026-07-15T12:26:00-05:00,29590.75,29595.25,29588,29589
2026-07-15T12:27:00-05:00,29588.75,29594.25,29582.5,29589.25
2026-07-15T12:28:00-05:00,29589.5,29592.25,29571.75,29578.5
2026-07-15T12:29:00-05:00,29578.75,29608.25,29577.75,29604
2026-07-15T12:30:00-05:00,29604.75,29623.25,29604.75,29614.75
2026-07-15T12:31:00-05:00,29614.25,29616.75,29604.5,29611
2026-07-15T12:32:00-05:00,29609.5,29617.75,29608.75,29615.5
2026-07-15T12:33:00-05:00,29616.75,29625.75,29611.5,29621.75
2026-07-15T12:34:00-05:00,29621,29626.75,29612.25,29620
2026-07-15T12:35:00-05:00,29620,29621,29608,29614.75
2026-07-15T12:36:00-05:00,29613,29627,29609.25,29622.5
2026-07-15T12:37:00-05:00,29620.75,29633.25,29619,29626.25
2026-07-15T12:38:00-05:00,29626,29628.75,29619.25,29625
2026-07-15T12:39:00-05:00,29625.25,29632.5,29625,29630.5
2026-07-15T12:40:00-05:00,29631.25,29636,29623.5,29626.5
2026-07-15T12:41:00-05:00,29625.75,29636.25,29625.25,29629.5
2026-07-15T12:42:00-05:00,29629.5,29630.5,29621.25,29622
2026-07-15T12:43:00-05:00,29622,29637.5,29620,29633.25
2026-07-15T12:44:00-05:00,29633,29636.25,29629.75,29634
2026-07-15T12:45:00-05:00,29633.25,29636,29625.25,29635
2026-07-15T12:46:00-05:00,29635.25,29664,29633,29657.75
2026-07-15T12:47:00-05:00,29657.5,29669.75,29657,29666.25
2026-07-15T12:48:00-05:00,29666.5,29670.5,29661,29668.5
2026-07-15T12:49:00-05:00,29668.75,29681,29663,29676.5
2026-07-15T12:50:00-05:00,29676.75,29680,29671,29674
2026-07-15T12:51:00-05:00,29674.25,29678,29668.5,29675
2026-07-15T12:52:00-05:00,29674.5,29698,29672.5,29696.25
2026-07-15T12:53:00-05:00,29695.5,29701.75,29688.75,29691.75
2026-07-15T12:54:00-05:00,29691,29705.75,29684.75,29700.75
2026-07-15T12:55:00-05:00,29701.25,29701.25,29692.25,29695.25
2026-07-15T12:56:00-05:00,29695.75,29696.5,29684.25,29690
2026-07-15T12:57:00-05:00,29689.5,29703.75,29685,29699.5
2026-07-15T12:58:00-05:00,29699.25,29704,29695.5,29697.75
2026-07-15T12:59:00-05:00,29698.75,29700.25,29679,29686.5
2026-07-15T13:00:00-05:00,29686.75,29697,29681.75,29692.75
2026-07-15T13:01:00-05:00,29692.75,29711.5,29692.75,29708.75
2026-07-15T13:02:00-05:00,29709.25,29710.5,29697.25,29709
2026-07-15T13:03:00-05:00,29709.25,29711.5,29703.75,29708.75
2026-07-15T13:04:00-05:00,29709.75,29715,29696.5,29701.5
2026-07-15T13:05:00-05:00,29700.5,29717,29697.5,29712.5
2026-07-15T13:06:00-05:00,29712.75,29725,29712.5,29722.75
2026-07-15T13:07:00-05:00,29722.75,29724.25,29712.5,29717
2026-07-15T13:08:00-05:00,29717.5,29719.25,29712.75,29717
2026-07-15T13:09:00-05:00,29716.75,29721.25,29712.75,29718.5
2026-07-15T13:10:00-05:00,29719,29726.25,29716.75,29724.5
