time,open,high,low,close,Plot
2025-09-01T00:00:00-05:00,23427,23433.5,23410,23421.75,
2025-09-01T00:15:00-05:00,23422.25,23436,23414,23435.75,
2025-09-01T00:30:00-05:00,23436,23449.25,23430.25,23447.75,
2025-09-01T00:45:00-05:00,23447.5,23448,23424.5,23429.5,
2025-09-01T01:00:00-05:00,23429.5,23430.5,23392,23398,
2025-09-01T01:15:00-05:00,23398.75,23400,23370.5,23374.75,
2025-09-01T01:30:00-05:00,23375.75,23459,23375.75,23458.75,
2025-09-01T01:45:00-05:00,23458.75,23474,23441.25,23448.75,
2025-09-01T02:00:00-05:00,23449.75,23468.75,23442.25,23449.25,
2025-09-01T02:15:00-05:00,23449.75,23475.25,23444.75,23473.25,
2025-09-01T02:30:00-05:00,23473.75,23477,23463.75,23472.25,
2025-09-01T02:45:00-05:00,23472.5,23477.5,23457.5,23470.5,
2025-09-01T03:00:00-05:00,23469.5,23481.75,23459.75,23472.75,
2025-09-01T03:15:00-05:00,23474,23489.25,23462.75,23485,
2025-09-01T03:30:00-05:00,23484,23502.5,23483.75,23495.25,
2025-09-01T03:45:00-05:00,23495,23497.75,23479,23490.75,
2025-09-01T04:00:00-05:00,23489.25,23490.25,23477.75,23483,
2025-09-01T04:15:00-05:00,23483,23496.75,23481.75,23490.75,
2025-09-01T04:30:00-05:00,23491,23496.25,23485,23486.75,
2025-09-01T04:45:00-05:00,23485.75,23488.25,23476.5,23484.75,
2025-09-01T05:00:00-05:00,23485.75,23496.75,23480.25,23496,
2025-09-01T05:15:00-05:00,23495.25,23496.25,23488.25,23490.5,
2025-09-01T05:30:00-05:00,23491,23501.25,23484,23492.75,
2025-09-01T05:45:00-05:00,23493.25,23493.25,23483.25,23486.25,
2025-09-01T06:00:00-05:00,23485.75,23494.25,23482.5,23483.75,
2025-09-01T06:15:00-05:00,23483.25,23487.25,23460.75,23465.25,
2025-09-01T06:30:00-05:00,23465,23472,23446.25,23462.5,
2025-09-01T06:45:00-05:00,23462.75,23471.5,23456.5,23467,
2025-09-01T07:00:00-05:00,23465.5,23471,23460,23469,
2025-09-01T07:15:00-05:00,23470,23475.25,23464,23473,
2025-09-01T07:30:00-05:00,23472.75,23482.5,23471,23472.25,
2025-09-01T07:45:00-05:00,23472,23478,23465.25,23477.25,
2025-09-01T08:00:00-05:00,23477.25,23484,23475.5,23482.75,
2025-09-01T08:15:00-05:00,23483,23485.75,23473.25,23476.75,
2025-09-01T08:30:00-05:00,23476,23484,23441.75,23481.5,
2025-09-01T08:45:00-05:00,23481.25,23494.75,23475,23488.75,
2025-09-01T09:00:00-05:00,23488.25,23493,23482.25,23486.75,
2025-09-01T09:15:00-05:00,23486.25,23488,23479,23484.5,
2025-09-01T09:30:00-05:00,23485,23491.5,23483.5,23489.25,
2025-09-01T09:45:00-05:00,23489,23492,23483.75,23491.5,
2025-09-01T10:00:00-05:00,23490.75,23496,23479.5,23489.5,
2025-09-01T10:15:00-05:00,23489.75,23504,23488.75,23502.75,
2025-09-01T10:30:00-05:00,23503,23506.75,23501,23502.75,
2025-09-01T10:45:00-05:00,23502.25,23503,23494.25,23495.25,
2025-09-01T11:00:00-05:00,23495.75,23499.25,23485.75,23489.75,
2025-09-01T11:15:00-05:00,23489.75,23491.25,23481.75,23487.25,
2025-09-01T11:30:00-05:00,23487.5,23506,23486.25,23502.75,
2025-09-01T11:45:00-05:00,23502,23506.5,23497,23502.25,
2025-09-01T17:00:00-05:00,23502.25,23509.5,23487,23492,
2025-09-01T17:15:00-05:00,23492.25,23496.75,23479.25,23480.5,
2025-09-01T17:30:00-05:00,23481,23486.75,23479.75,23480.75,
2025-09-01T17:45:00-05:00,23480.25,23485.75,23461,23461.75,
2025-09-01T18:00:00-05:00,23462.5,23465,23445.5,23457.5,
2025-09-01T18:15:00-05:00,23458,23461,23428.25,23439,
2025-09-01T18:30:00-05:00,23439,23447,23430.75,23437.25,
2025-09-01T18:45:00-05:00,23436.75,23447.75,23431.75,23444.5,
2025-09-01T19:00:00-05:00,23446,23452.75,23436.25,23441,
2025-09-01T19:15:00-05:00,23441.75,23449.5,23431,23439,
2025-09-01T19:30:00-05:00,23438,23459.25,23437.75,23458,
2025-09-01T19:45:00-05:00,23458,23474.75,23457.25,23473.75,
2025-09-01T20:00:00-05:00,23473.25,23484.5,23472.75,23482.75,
2025-09-01T20:15:00-05:00,23481.5,23482,23462.75,23466.5,
2025-09-01T20:30:00-05:00,23467.5,23475,23464.5,23467.75,
2025-09-01T20:45:00-05:00,23468,23475,23438.5,23438.75,
2025-09-01T21:00:00-05:00,23439,23448,23431.25,23435.25,
2025-09-01T21:15:00-05:00,23434,23435.25,23418.5,23425.75,
2025-09-01T21:30:00-05:00,23425,23426.75,23415.5,23423,
2025-09-01T21:45:00-05:00,23423.75,23432.5,23419.5,23425.75,
2025-09-01T22:00:00-05:00,23426.25,23430.75,23416,23423.75,
2025-09-01T22:15:00-05:00,23423,23437,23422.75,23433.25,
2025-09-01T22:30:00-05:00,23433,23439,23428.5,23437,
2025-09-01T22:45:00-05:00,23436.75,23442.25,23436.5,23438.25,
2025-09-01T23:00:00-05:00,23437.75,23444,23433.75,23441.75,
2025-09-01T23:15:00-05:00,23442,23451,23441.75,23450,
2025-09-01T23:30:00-05:00,23449.25,23450,23427.75,23435.25,
2025-09-01T23:45:00-05:00,23435,23444.5,23435,23437.5,
2025-09-02T00:00:00-05:00,23438.25,23439,23404.75,23415.25,
2025-09-02T00:15:00-05:00,23415,23420.5,23410,23419.75,
2025-09-02T00:30:00-05:00,23420.25,23425.5,23407,23414,
2025-09-02T00:45:00-05:00,23412.5,23435.75,23412.5,23413,
2025-09-02T01:00:00-05:00,23412.75,23437.25,23407.25,23428.75,
2025-09-02T01:15:00-05:00,23428.75,23439.75,23418.25,23423,
2025-09-02T01:30:00-05:00,23424.25,23439.25,23422.5,23436.25,
2025-09-02T01:45:00-05:00,23436.5,23448,23434,23447.75,
2025-09-02T02:00:00-05:00,23448,23452,23390.25,23391.75,
2025-09-02T02:15:00-05:00,23391.5,23413.5,23372,23412.5,
2025-09-02T02:30:00-05:00,23412.5,23422.5,23353,23353.5,
2025-09-02T02:45:00-05:00,23353.25,23363.5,23270,23278.25,
2025-09-02T03:00:00-05:00,23278.5,23320,23267.75,23287,
2025-09-02T03:15:00-05:00,23287.5,23325.75,23287,23308.75,
2025-09-02T03:30:00-05:00,23308.75,23333.5,23299.25,23329.75,
2025-09-02T03:45:00-05:00,23328.5,23332.75,23305,23310.75,
2025-09-02T04:00:00-05:00,23310.75,23321,23299.5,23312,
2025-09-02T04:15:00-05:00,23311,23331.5,23309.75,23325.75,
2025-09-02T04:30:00-05:00,23325.5,23330.25,23315.75,23317.25,
2025-09-02T04:45:00-05:00,23316,23318,23291.25,23292,
2025-09-02T05:00:00-05:00,23292,23311,23289,23300,
2025-09-02T05:15:00-05:00,23300,23301.75,23248.25,23254.75,
2025-09-02T05:30:00-05:00,23254.5,23264.25,23231.75,23257.25,
2025-09-02T05:45:00-05:00,23256.75,23260.75,23242.75,23252.75,
2025-09-02T06:00:00-05:00,23254.5,23260.25,23223.25,23245.25,
2025-09-02T06:15:00-05:00,23245.75,23252.75,23228.25,23234.75,
2025-09-02T06:30:00-05:00,23234.25,23247,23227.25,23236,
2025-09-02T06:45:00-05:00,23236.75,23246,23218.75,23224.75,
2025-09-02T07:00:00-05:00,23224.25,23224.25,23165.25,23178.25,
2025-09-02T07:15:00-05:00,23178,23186.25,23157,23165.25,
2025-09-02T07:30:00-05:00,23164.25,23172.5,23120.75,23134,
2025-09-02T07:45:00-05:00,23134.5,23142.75,23060.25,23095.5,
2025-09-02T08:00:00-05:00,23096.25,23124.5,23078.5,23122.25,
2025-09-02T08:15:00-05:00,23122,23129.75,23089,23100.25,
2025-09-02T08:30:00-05:00,23100.25,23177.75,23025.25,23150.25,
2025-09-02T08:45:00-05:00,23150.25,23260.75,23137.25,23233.75,
2025-09-02T09:00:00-05:00,23230,23280,23196.5,23208.5,
2025-09-02T09:15:00-05:00,23208.75,23262.5,23187,23262.25,
2025-09-02T09:30:00-05:00,23261.25,23261.25,23178.25,23181.75,
2025-09-02T09:45:00-05:00,23182.5,23188,23135.5,23161.5,
2025-09-02T10:00:00-05:00,23162.25,23179.5,23123,23129.5,
2025-09-02T10:15:00-05:00,23129.5,23135.5,23095.75,23110,
2025-09-02T10:30:00-05:00,23109.25,23109.25,23051,23055,
2025-09-02T10:45:00-05:00,23055.5,23067,23027,23047.5,
2025-09-02T11:00:00-05:00,23048,23068.75,23037.75,23061.25,
2025-09-02T11:15:00-05:00,23061,23085,23061,23067.5,
2025-09-02T11:30:00-05:00,23067,23104.25,23066.75,23090.25,
2025-09-02T11:45:00-05:00,23090.25,23131,23072,23126.25,
2025-09-02T12:00:00-05:00,23126.5,23143.5,23104.5,23116.25,
2025-09-02T12:15:00-05:00,23116,23168.5,23112.5,23161.25,
2025-09-02T12:30:00-05:00,23161,23223.5,23160.5,23218.75,
2025-09-02T12:45:00-05:00,23219,23225.5,23187.5,23189.25,
2025-09-02T13:00:00-05:00,23189,23207.5,23176,23180.25,
2025-09-02T13:15:00-05:00,23180.5,23188,23162.5,23164,
2025-09-02T13:30:00-05:00,23164.25,23184,23157.5,23168.25,
2025-09-02T13:45:00-05:00,23168,23232.75,23163,23189,
2025-09-02T14:00:00-05:00,23189,23224.25,23188.5,23222,
2025-09-02T14:15:00-05:00,23221.5,23240,23215,23233.75,
2025-09-02T14:30:00-05:00,23233.75,23261,23229.75,23248,
2025-09-02T14:45:00-05:00,23247.5,23290.25,23235.25,23276.75,
2025-09-02T15:00:00-05:00,23277,23374.5,23269.75,23352.5,
2025-09-02T15:15:00-05:00,23352,23386,23341,23373.5,
2025-09-02T15:30:00-05:00,23373.5,23373.5,23358,23366.75,
2025-09-02T15:45:00-05:00,23366.5,23382.75,23365.5,23379.5,
2025-09-02T17:00:00-05:00,23382,23387.75,23353.5,23362.25,
2025-09-02T17:15:00-05:00,23362.5,23375.75,23352.25,23358,
2025-09-02T17:30:00-05:00,23358.25,23367.25,23348.5,23352.75,
2025-09-02T17:45:00-05:00,23352.75,23359.5,23335.25,23341.5,
2025-09-02T18:00:00-05:00,23341.5,23345.5,23336,23340.25,
2025-09-02T18:15:00-05:00,23340.25,23344.75,23326.75,23337,
2025-09-02T18:30:00-05:00,23337.5,23343.75,23331.5,23332.5,
2025-09-02T18:45:00-05:00,23332.25,23336,23327.25,23334,
2025-09-02T19:00:00-05:00,23333.75,23336,23323,23334,
2025-09-02T19:15:00-05:00,23333.75,23338.5,23327,23336.25,
2025-09-02T19:30:00-05:00,23335.5,23340.75,23325.5,23334,
2025-09-02T19:45:00-05:00,23333.75,23333.75,23316.75,23331.5,
2025-09-02T20:00:00-05:00,23331,23334.5,23324.5,23324.5,
2025-09-02T20:15:00-05:00,23324.75,23327.75,23315.25,23318.5,
2025-09-02T20:30:00-05:00,23319,23327.75,23311.25,23326.5,
2025-09-02T20:45:00-05:00,23326.75,23340.25,23326,23337,
2025-09-02T21:00:00-05:00,23336,23339,23326.5,23329.5,
2025-09-02T21:15:00-05:00,23329.25,23334.5,23325.25,23330,
2025-09-02T21:30:00-05:00,23329.5,23329.5,23312.5,23323,
2025-09-02T21:45:00-05:00,23324.25,23328.5,23321,23321.75,
2025-09-02T22:00:00-05:00,23321.75,23332.75,23320,23328.75,
2025-09-02T22:15:00-05:00,23329.75,23333,23318.75,23325,
2025-09-02T22:30:00-05:00,23324.75,23330.25,23298.25,23321,
2025-09-02T22:45:00-05:00,23320,23330.75,23315,23324,
2025-09-02T23:00:00-05:00,23324.25,23328.75,23319,23324.5,
2025-09-02T23:15:00-05:00,23325,23335,23323,23334.25,
2025-09-02T23:30:00-05:00,23334.25,23336,23328.25,23330.75,
2025-09-02T23:45:00-05:00,23330.25,23333,23324.5,23331,
2025-09-03T00:00:00-05:00,23330.75,23333,23315.25,23331.75,
2025-09-03T00:15:00-05:00,23332.25,23336.75,23311.5,23318.25,
2025-09-03T00:30:00-05:00,23319,23331.25,23319,23323.25,
2025-09-03T00:45:00-05:00,23323,23324.75,23308,23317,
2025-09-03T01:00:00-05:00,23316,23338.5,23309.5,23333.5,
2025-09-03T01:15:00-05:00,23332.75,23356.75,23327.75,23354.75,
2025-09-03T01:30:00-05:00,23354.5,23365.5,23349.25,23358.25,
2025-09-03T01:45:00-05:00,23359,23360.75,23336.75,23345.5,
2025-09-03T02:00:00-05:00,23345.75,23362,23340.75,23347,
2025-09-03T02:15:00-05:00,23346,23359.75,23320.5,23356,
2025-09-03T02:30:00-05:00,23355.25,23365,23344.75,23357.75,
2025-09-03T02:45:00-05:00,23358,23382.75,23357.75,23375.75,
2025-09-03T03:00:00-05:00,23376,23414.5,23370.25,23412.5,
2025-09-03T03:15:00-05:00,23412,23431.25,23410.25,23419.5,
2025-09-03T03:30:00-05:00,23419,23420.25,23398.5,23406.5,
2025-09-03T03:45:00-05:00,23406.25,23420,23403,23419,
2025-09-03T04:00:00-05:00,23418.75,23425.5,23400.75,23401.5,
2025-09-03T04:15:00-05:00,23401,23430,23398.5,23425.75,
2025-09-03T04:30:00-05:00,23426.75,23444.5,23416.75,23440.25,
2025-09-03T04:45:00-05:00,23440,23441.75,23432,23438,
2025-09-03T05:00:00-05:00,23437.5,23442.25,23427,23430.75,
2025-09-03T05:15:00-05:00,23431,23440.25,23423.25,23440.25,
2025-09-03T05:30:00-05:00,23440.25,23448,23428,23435,
2025-09-03T05:45:00-05:00,23435.25,23444,23432.25,23441.5,
2025-09-03T06:00:00-05:00,23441,23458.5,23437.5,23447.25,
2025-09-03T06:15:00-05:00,23447,23447.5,23423.5,23424,
2025-09-03T06:30:00-05:00,23424.25,23450,23408.25,23447.75,
2025-09-03T06:45:00-05:00,23446.75,23449.25,23409.5,23415.5,
2025-09-03T07:00:00-05:00,23416.75,23445.5,23416.75,23444.5,
2025-09-03T07:15:00-05:00,23444.5,23448,23430,23436.25,
2025-09-03T07:30:00-05:00,23436,23437.25,23399.75,23427.5,
2025-09-03T07:45:00-05:00,23427.75,23432.75,23420,23423,
2025-09-03T08:00:00-05:00,23422.25,23452,23414.5,23451,
2025-09-03T08:15:00-05:00,23450.75,23457,23420.5,23423.5,
2025-09-03T08:30:00-05:00,23423.5,23437.75,23371.75,23397.5,
2025-09-03T08:45:00-05:00,23397,23431,23370,23378.25,
2025-09-03T09:00:00-05:00,23384,23460.75,23372.5,23392.25,
2025-09-03T09:15:00-05:00,23392.5,23472.25,23391.5,23433.25,
2025-09-03T09:30:00-05:00,23433.5,23515.75,23432.25,23507,
2025-09-03T09:45:00-05:00,23507,23525.25,23496.25,23508.25,
2025-09-03T10:00:00-05:00,23508.75,23516.5,23489.25,23492,
2025-09-03T10:15:00-05:00,23491.75,23496,23420.75,23424.5,
2025-09-03T10:30:00-05:00,23424.75,23446.75,23406.25,23429.75,
2025-09-03T10:45:00-05:00,23430,23439,23400.25,23415.5,
2025-09-03T11:00:00-05:00,23415,23437.75,23401.75,23426,
2025-09-03T11:15:00-05:00,23425.25,23464,23419.75,23433.75,
2025-09-03T11:30:00-05:00,23433.75,23438.75,23396.25,23412,
2025-09-03T11:45:00-05:00,23412,23420,23391.5,23410.75,
2025-09-03T12:00:00-05:00,23411,23458.5,23409.75,23445.25,
2025-09-03T12:15:00-05:00,23445.5,23462,23414.25,23426,
2025-09-03T12:30:00-05:00,23426,23434.5,23374.75,23378.25,
2025-09-03T12:45:00-05:00,23378.75,23401.25,23346.75,23364.75,
2025-09-03T13:00:00-05:00,23365.25,23366,23332,23358.5,
2025-09-03T13:15:00-05:00,23358.25,23358.75,23330.25,23349.25,
2025-09-03T13:30:00-05:00,23348.5,23352,23318.25,23349.75,
2025-09-03T13:45:00-05:00,23349.5,23358.5,23329.25,23342.5,
2025-09-03T14:00:00-05:00,23342.5,23359.5,23330,23335.75,
2025-09-03T14:15:00-05:00,23335.75,23360.5,23332.25,23353.5,
2025-09-03T14:30:00-05:00,23353.75,23399.75,23352.5,23396.75,
2025-09-03T14:45:00-05:00,23396.5,23455,23391,23452.25,
2025-09-03T15:00:00-05:00,23452.25,23469.25,23451.25,23454.75,
2025-09-03T15:15:00-05:00,23454.25,23467,23447.5,23465.25,
2025-09-03T15:30:00-05:00,23465,23471.75,23458,23460.5,
2025-09-03T15:45:00-05:00,23460,23461.75,23451.25,23455.75,
2025-09-03T17:00:00-05:00,23456.75,23458.25,23439,23449.75,
2025-09-03T17:15:00-05:00,23450,23454.5,23438.5,23439.25,
2025-09-03T17:30:00-05:00,23439.5,23444,23436.25,23436.25,
2025-09-03T17:45:00-05:00,23436.5,23441.25,23434.25,23434.75,
2025-09-03T18:00:00-05:00,23435,23453.5,23434.5,23452.5,
2025-09-03T18:15:00-05:00,23453,23457.25,23445.25,23446.5,
2025-09-03T18:30:00-05:00,23446.5,23448.75,23434.75,23435,
2025-09-03T18:45:00-05:00,23435,23442,23431.75,23438.5,
2025-09-03T19:00:00-05:00,23437.5,23479.5,23431.25,23475.25,
2025-09-03T19:15:00-05:00,23473.75,23515,23469.75,23497.5,
2025-09-03T19:30:00-05:00,23496.75,23512.5,23494.75,23504.75,
2025-09-03T19:45:00-05:00,23504.75,23507.5,23494.5,23502.5,
2025-09-03T20:00:00-05:00,23503.75,23509.75,23496.75,23498,
2025-09-03T20:15:00-05:00,23497.25,23505.5,23490,23493.5,
2025-09-03T20:30:00-05:00,23493,23500,23485.5,23498.25,
2025-09-03T20:45:00-05:00,23498.75,23501.25,23484.75,23498.25,
2025-09-03T21:00:00-05:00,23497.75,23532,23497.75,23523.5,
2025-09-03T21:15:00-05:00,23522.5,23523.5,23498.25,23498.25,
2025-09-03T21:30:00-05:00,23498,23507.75,23490.25,23499.75,
2025-09-03T21:45:00-05:00,23500.25,23503.5,23475.5,23480.25,
2025-09-03T22:00:00-05:00,23480.25,23482.25,23469.25,23478,
2025-09-03T22:15:00-05:00,23478.5,23484,23467.25,23470.75,
2025-09-03T22:30:00-05:00,23469.25,23472,23459,23466.25,
2025-09-03T22:45:00-05:00,23466.5,23471,23463,23469,
2025-09-03T23:00:00-05:00,23469.25,23492.5,23469.25,23487.5,
2025-09-03T23:15:00-05:00,23487.5,23495,23486.75,23492,
2025-09-03T23:30:00-05:00,23492.25,23493,23483.75,23484,
2025-09-03T23:45:00-05:00,23484,23492.5,23483.75,23491,
2025-09-04T00:00:00-05:00,23491,23493.5,23484,23490.75,
2025-09-04T00:15:00-05:00,23490.75,23502.75,23465,23470.75,
2025-09-04T00:30:00-05:00,23472,23480.5,23468.25,23468.5,
2025-09-04T00:45:00-05:00,23469.25,23471.75,23459.75,23469,
2025-09-04T01:00:00-05:00,23467.75,23481.75,23467,23471,
2025-09-04T01:15:00-05:00,23470.5,23473.75,23460.5,23465.75,
2025-09-04T01:30:00-05:00,23466.25,23482.25,23461.75,23473,
2025-09-04T01:45:00-05:00,23473,23479.5,23452.75,23454.75,
2025-09-04T02:00:00-05:00,23454.5,23488.25,23451,23486.75,
2025-09-04T02:15:00-05:00,23486.25,23497.5,23477,23479.25,
2025-09-04T02:30:00-05:00,23479.5,23505.5,23474,23488.75,
2025-09-04T02:45:00-05:00,23487.75,23488.75,23479.5,23488.75,
2025-09-04T03:00:00-05:00,23488.25,23500.75,23476.75,23489.75,
2025-09-04T03:15:00-05:00,23490.75,23507,23489.25,23507,
2025-09-04T03:30:00-05:00,23507,23509.75,23493.25,23502.75,
2025-09-04T03:45:00-05:00,23503.75,23503.75,23493.5,23496.75,
2025-09-04T04:00:00-05:00,23497.75,23507,23496.5,23500,
2025-09-04T04:15:00-05:00,23500.5,23501.25,23491.5,23499,
2025-09-04T04:30:00-05:00,23499.25,23510.25,23498.5,23506,
2025-09-04T04:45:00-05:00,23505.25,23518,23499.75,23515.5,
2025-09-04T05:00:00-05:00,23516.25,23535,23514.75,23531.5,
2025-09-04T05:15:00-05:00,23532,23534,23503,23504.75,
2025-09-04T05:30:00-05:00,23504.25,23520.5,23503.25,23514.25,
2025-09-04T05:45:00-05:00,23514,23516.5,23508.25,23509,
2025-09-04T06:00:00-05:00,23509,23520.75,23504.25,23518.75,
2025-09-04T06:15:00-05:00,23519.25,23519.75,23493.75,23499,
2025-09-04T06:30:00-05:00,23499,23509.25,23496.75,23507.5,
2025-09-04T06:45:00-05:00,23507.75,23508,23480,23497.5,
2025-09-04T07:00:00-05:00,23496.5,23520.25,23496,23513.75,
2025-09-04T07:15:00-05:00,23513.5,23522.75,23482,23495,
2025-09-04T07:30:00-05:00,23494.75,23507,23472,23477.5,
2025-09-04T07:45:00-05:00,23477.25,23489.5,23469.5,23485,
2025-09-04T08:00:00-05:00,23484.75,23486,23462.5,23466.75,
2025-09-04T08:15:00-05:00,23466.75,23486.5,23460.25,23479.75,
2025-09-04T08:30:00-05:00,23480.5,23548.25,23457.25,23486,
2025-09-04T08:45:00-05:00,23487.25,23512.5,23459,23474,
2025-09-04T09:00:00-05:00,23477.5,23490.75,23421,23437,
2025-09-04T09:15:00-05:00,23436.5,23494.5,23410,23481.25,
2025-09-04T09:30:00-05:00,23481,23530.25,23479.5,23500.75,
2025-09-04T09:45:00-05:00,23500.25,23525.75,23493,23521.75,
2025-09-04T10:00:00-05:00,23522,23540.5,23492.25,23505.75,
2025-09-04T10:15:00-05:00,23505.75,23556,23504.75,23546,
2025-09-04T10:30:00-05:00,23547,23549,23517.25,23531.5,
2025-09-04T10:45:00-05:00,23531.75,23554.5,23523.75,23538.5,
2025-09-04T11:00:00-05:00,23538.25,23553,23526.75,23547.75,
2025-09-04T11:15:00-05:00,23548.25,23549.5,23512.5,23519.75,
2025-09-04T11:30:00-05:00,23519.75,23542.75,23515.25,23532.75,
2025-09-04T11:45:00-05:00,23533,23565.25,23532.5,23538.25,
2025-09-04T12:00:00-05:00,23538.5,23577.5,23536.5,23552,
2025-09-04T12:15:00-05:00,23551.75,23580,23551.25,23575.25,
2025-09-04T12:30:00-05:00,23575.25,23579.5,23566,23573.5,
2025-09-04T12:45:00-05:00,23573.75,23608.25,23569,23583.75,
2025-09-04T13:00:00-05:00,23583.25,23597.5,23582.5,23596.5,
2025-09-04T13:15:00-05:00,23596.75,23607,23594.25,23597.25,
2025-09-04T13:30:00-05:00,23597.75,23619.75,23594,23606.25,
2025-09-04T13:45:00-05:00,23606.5,23625,23605,23620.25,
2025-09-04T14:00:00-05:00,23620,23637.5,23616.5,23636,
2025-09-04T14:15:00-05:00,23636,23643.25,23627.75,23629.25,
2025-09-04T14:30:00-05:00,23628.75,23643,23621.75,23639,
2025-09-04T14:45:00-05:00,23639,23680.25,23624,23666.5,
2025-09-04T15:00:00-05:00,23666,23698.25,23658.5,23692.5,
2025-09-04T15:15:00-05:00,23692.75,23708.75,23661.5,23691,
2025-09-04T15:30:00-05:00,23691.25,23695.25,23683,23688.75,
2025-09-04T15:45:00-05:00,23688.5,23695.25,23683,23684,
2025-09-04T17:00:00-05:00,23700,23713.75,23695.5,23703.25,
2025-09-04T17:15:00-05:00,23702.5,23712.75,23699.5,23699.75,
2025-09-04T17:30:00-05:00,23699.75,23700.25,23691.75,23695,
2025-09-04T17:45:00-05:00,23695,23710.25,23694,23706.75,
2025-09-04T18:00:00-05:00,23707,23714.5,23706,23712.5,
2025-09-04T18:15:00-05:00,23712.75,23716.25,23708.25,23712.5,
2025-09-04T18:30:00-05:00,23712.75,23715,23705.5,23706.25,
2025-09-04T18:45:00-05:00,23706.5,23715,23704.5,23706.75,
2025-09-04T19:00:00-05:00,23706,23724.5,23701.25,23720.5,
2025-09-04T19:15:00-05:00,23720.5,23728.5,23717,23726.5,
2025-09-04T19:30:00-05:00,23726.25,23726.75,23720,23723.75,
2025-09-04T19:45:00-05:00,23723.5,23731.75,23720.25,23729.75,
2025-09-04T20:00:00-05:00,23729,23733.25,23727,23731.75,
2025-09-04T20:15:00-05:00,23732,23739.75,23731.5,23733.5,
2025-09-04T20:30:00-05:00,23733.5,23733.75,23727.5,23729.5,
2025-09-04T20:45:00-05:00,23729.25,23736.25,23722.25,23734.75,
2025-09-04T21:00:00-05:00,23735,23735,23727,23727.5,
2025-09-04T21:15:00-05:00,23727.5,23732,23720.5,23721,
2025-09-04T21:30:00-05:00,23721,23735.75,23716.25,23734.5,
2025-09-04T21:45:00-05:00,23734.25,23742.25,23733.5,23737,
2025-09-04T22:00:00-05:00,23736,23738.25,23726,23735,
2025-09-04T22:15:00-05:00,23735,23738.5,23731.5,23735,
2025-09-04T22:30:00-05:00,23735.75,23740.75,23730.25,23739.5,
2025-09-04T22:45:00-05:00,23739.5,23742.75,23737,23741,
2025-09-04T23:00:00-05:00,23742.25,23749.75,23740,23745.5,
2025-09-04T23:15:00-05:00,23745.5,23750.25,23744,23745.25,
2025-09-04T23:30:00-05:00,23745,23751.75,23744.75,23748.5,
2025-09-04T23:45:00-05:00,23748.75,23748.75,23743.75,23744.25,
2025-09-05T00:00:00-05:00,23745,23748.5,23740.75,23748.25,
2025-09-05T00:15:00-05:00,23748.5,23756,23748.5,23753,
2025-09-05T00:30:00-05:00,23753.5,23771,23753.25,23769,
2025-09-05T00:45:00-05:00,23768,23769,23759.5,23760.75,
2025-09-05T01:00:00-05:00,23761.5,23780,23759.25,23771.5,
2025-09-05T01:15:00-05:00,23771.75,23787.75,23770.5,23785.5,
2025-09-05T01:30:00-05:00,23785.75,23788,23774.75,23775.5,
2025-09-05T01:45:00-05:00,23775.25,23778.25,23772,23772,
2025-09-05T02:00:00-05:00,23771.75,23776.25,23743.5,23758.5,
2025-09-05T02:15:00-05:00,23759.75,23760.75,23749.5,23753,
2025-09-05T02:30:00-05:00,23754.25,23763.75,23749,23759.25,
